sentiment|sentence|sentiment_score|confidence_rating|explanation_score|explanation|processed|vector|results|fold|SVM|NB|LR|RF
1|And the sound quality is great.|1.0|0.9|0.9333333333333332|"The majority opinion is that the statement ""the sound quality is great"" expresses positive sentiment and satisfaction with the sound quality."|['sound', 'qualiti', 'great', '.']|[0. 0. 0. ... 0. 0. 0.]|0.980796217918396|3.0|1|1|1|1
1|He was very impressed when going from the original battery to the extended battery.|0.8666666666666667|0.8666666666666667|0.8666666666666667|"The overall sentiment can be summarized as positive, as the person expressed being ""impressed"" and ""very impressed"" with the transition from the original battery to the extended battery."|['impress', 'go', 'origin', 'batteri', 'extend', 'batteri', '.']|[0. 0. 0. ... 0. 0. 0.]|0.3264251947402954|2.0|0|1|1|0
0|If the two were seperated by a mere 5+ ft I started to notice excessive static and garbled sound from the headset.|-0.6|0.8000000000000002|0.9|The user expressed a negative sentiment towards the headset's performance due to experiencing excessive static and garbled sound at a small distance, supporting the sentiment rating.|['two', 'seper', 'mere', 'ft', 'start', 'notic', 'excess', 'static', 'garbl', 'sound', 'headset', '.']|[0. 0. 0. ... 0. 0. 0.]|0.3494965434074402|4.0|0|0|0|0
1|Very good quality though|0.9|0.8666666666666667|0.9666666666666668|"On average, the explanations suggest that the phrase ""Very good quality"" conveys a positive sentiment, with the use of the word ""though"" potentially slightly lowering the sentiment score."|['good', 'qualiti', 'though']|[0. 0. 0. ... 0. 0. 0.]|0.8976156711578369|1.0|1|1|1|1
0|"The design is very odd, as the ear ""clip"" is not very comfortable at all."|-0.6999999999999998|0.8333333333333334|0.8000000000000002|The sentiment score is consistently negative across all explanations due to dissatisfaction with the odd design and uncomfortable ear clip, resulting in a high confidence rating. The user's negative sentiment is primarily attributed to the negative impact of the design element on the overall user experience.|"['design', 'odd', ',', 'ear', '""', 'clip', '""', 'comfort', '.']"|[0. 0. 0. ... 0. 0. 0.]|0.8266748785972595|1.0|1|1|1|1
1|Highly recommend for any one who has a blue tooth phone.|0.9333333333333332|0.9|0.9|The explanations reflect a positive sentiment towards the product, with strong recommendations based on personal experience and the product's compatibility with Bluetooth phones.|['highli', 'recommend', 'one', 'blue', 'tooth', 'phone', '.']|[0. 0. 0. ... 0. 0. 0.]|0.6576310992240906|4.0|1|1|1|1
0|I advise EVERYONE DO NOT BE FOOLED!|-0.4333333333333333|0.8333333333333334|0.8333333333333334|The overall sentiment of the prompt is negative, as indicated by the use of capital letters, strong language, and a warning or cautionary tone, which suggests urgency and potential deception.|['advis', 'everyon', 'fool']|[0. 0. 0. ... 0. 0. 0.]|0.350693017244339|2.0|0|1|0|0
1|So Far So Good!.|1.0|0.9|0.9666666666666668|"The phrase ""So Far So Good!"" conveys a positive sentiment, emphasizing that things have been going well and the user is satisfied with the current situation."|['far', 'good', '.']|[0. 0. 0. ... 0. 0. 0.]|0.9359774589538574|2.0|1|1|1|1
1|Works great!.|1.0|0.9666666666666668|0.6666666666666666|"The general consensus among the explanations is that the phrase ""Works great!"" signifies a positive sentiment due to the high level of satisfaction and success implied by the word choice and exclamation mark."|['work', 'great', '.']|[0. 0. 0. ... 0. 0. 0.]|0.9685622453689576|2.0|1|1|1|1
0|It clicks into place in a way that makes you wonder how long that mechanism would last.|-0.1666666666666666|0.8000000000000002|0.7999999999999999|The sentiment analysis indicates a slightly negative sentiment with a high confidence rating, attributed to doubts and concerns about the durability of the mechanism mentioned in the explanations.|['click', 'place', 'way', 'make', 'wonder', 'long', 'mechan', 'would', 'last', '.']|[0. 0. 0. ... 0. 0. 0.]|0.247008204460144|0.0|0|0|0|0
0|I went on Motorola's website and followed all directions, but could not get it to pair again.|-0.1666666666666666|0.8333333333333334|0.8000000000000002|The user's sentiment is mixed, with frustration over not being able to pair the device but also a proactive and positive attitude towards resolving the issue by following instructions.|"['went', ""motorola'"", 'websit', 'follow', 'direct', ',', 'could', 'get', 'pair', '.']"|[0. 0. 0. ... 0. 0. 0.]|0.2514314353466034|2.0|0|1|0|0
1|I bought this to use with my Kindle Fire and absolutely loved it!|0.9333333333333332|0.8333333333333334|0.9|Overall, the sentiment is highly positive as the user expresses strong love for the product and satisfaction with its compatibility with their Kindle Fire.|['bought', 'use', 'kindl', 'fire', 'absolut', 'love']|[0. 0. 0. ... 0. 0. 0.]|0.8576381206512451|0.0|1|1|1|1
0|The commercials are the most misleading.|-0.4333333333333333|0.8666666666666667|0.85|The majority of explanations indicate a negative sentiment towards the commercials, suggesting a level of dissatisfaction and implying deceitfulness or dishonesty.|['commerci', 'mislead', '.']|[0. 0. 0. ... 0. 0. 0.]|0.3503333628177643|1.0|0|1|0|0
1|I have yet to run this new battery below two bars and that's three days without charging.|0.8666666666666667|0.9|0.9333333333333332|The overall sentiment is positive as the user is satisfied with the battery's performance, lasting three days without charging and still having two bars remaining, indicating impressive longevity.|"['yet', 'run', 'new', 'batteri', 'two', 'bar', ""that'"", 'three', 'day', 'without', 'charg', '.']"|[0. 0. 0. ... 1. 0. 0.]|0.4773707985877991|4.0|0|0|0|0
0|I bought it for my mother and she had a problem with the battery.|-0.0999999999999999|0.7666666666666666|0.8666666666666667|The summary explanation is that the sentiment is slightly positive, despite a problem with the battery, because the user bought it as a thoughtful gesture for their mother.|['bought', 'mother', 'problem', 'batteri', '.']|[0. 0. 0. ... 0. 0. 0.]|0.3561544716358185|0.0|0|0|0|0
1|Great Pocket PC / phone combination.|1.0|0.9|0.9333333333333332|"All explanations suggest that the statement ""Great Pocket PC / phone combination"" is highly positive and indicates satisfaction with the device's usefulness, effectiveness, and straightforwardness."|['great', 'pocket', 'pc', 'phone', 'combin', '.']|[0. 0. 0. ... 0. 0. 0.]|0.8680878281593323|0.0|1|1|1|1
1|I've owned this phone for 7 months now and can say that it's the best mobile phone I've had.|0.9666666666666668|0.9|0.9666666666666668|The user's statement is overwhelmingly positive, expressing a high level of satisfaction with the phone after owning it for 7 months.|"[""i'v"", 'own', 'phone', 'month', 'say', 'best', 'mobil', 'phone', ""i'v"", '.']"|[0. 0. 0. ... 0. 0. 0.]|0.8617408871650696|1.0|1|1|1|1
0|I didn't think that the instructions provided were helpful to me.|-0.6666666666666666|0.8333333333333334|0.8333333333333334|The user expressed dissatisfaction with the instructions, indicating a negative sentiment.|['think', 'instruct', 'provid', 'help', '.']|[0. 0. 0. ... 0. 0. 0.]|0.350693017244339|2.0|0|0|0|0
0|People couldnt hear me talk and I had to pull out the earphone and talk on the phone.|-0.6|0.8000000000000002|0.8333333333333334|The overall sentiment expressed in the text is negative, as there is frustration and inconvenience conveyed by the user's difficulty in being heard and resorting to using the phone.|['peopl', 'couldnt', 'hear', 'talk', 'pull', 'earphon', 'talk', 'phone', '.']|[0. 0. 0. ... 0. 0. 0.]|0.3032110035419464|3.0|0|0|0|0
0|Doesn't hold charge.|-0.8333333333333334|0.8833333333333333|0.8333333333333334|"The general sentiment conveyed by the phrase ""doesn't hold charge"" is overwhelmingly negative, as it denotes a problem with the device's battery life and power retention."|['hold', 'charg', '.']|[0. 0. 0. ... 0. 0. 0.]|0.2471415847539901|0.0|0|1|0|0
0|This is a simple little phone to use, but the breakage is unacceptible.|-0.0999999999999999|0.7999999999999999|0.8333333333333334|The sentiment is overall slightly positive, with the main positive aspect being the user finding the phone easy to use, but the sentiment is slightly dampened by the dissatisfaction with the breakage.|['simpl', 'littl', 'phone', 'use', ',', 'breakag', 'unaccept', '.']|[0. 0. 0. ... 0. 0. 0.]|0.4550793468952179|1.0|0|1|0|0
1|This product is ideal for people like me whose ears are very sensitive.|0.9333333333333332|0.8333333333333334|0.9333333333333332|The majority of explanations state that the product is rated as positive because it is described as ideal for people with sensitive ears, suggesting that it meets their specific needs and requirements, resulting in a high level of satisfaction.|['product', 'ideal', 'peopl', 'like', 'whose', 'ear', 'sensit', '.']|[0. 0. 0. ... 0. 0. 0.]|0.4059968888759613|4.0|0|1|1|0
0|It is unusable in a moving car at freeway speed.|-0.7666666666666666|0.9|0.7000000000000001|The explanations highlight that the user had a negative experience with the product, specifically regarding its usability in a moving car at freeway speed, resulting in frustration and dissatisfaction.|['unus', 'move', 'car', 'freeway', 'speed', '.']|[0. 0. 0. ... 0. 0. 0.]|0.5148738622665405|4.0|0|1|0|0
0|I have two more years left in this contract and I hate this phone.|-0.6333333333333333|0.8333333333333334|0.7999999999999999|The overall sentiment of the text is negative as the user expresses strong dissatisfaction and hatred towards their phone, suggesting a strong negative emotion.|['two', 'year', 'left', 'contract', 'hate', 'phone', '.']|[0. 0. 0. ... 0. 0. 0.]|0.4094792008399963|2.0|0|0|0|0
1|Car charger as well as AC charger are included to make sure you never run out of juice.Highy recommended|0.9333333333333332|0.9|0.9666666666666668|"The explanations overall convey a positive sentiment towards the product, highlighting the convenience of including both a car charger and an AC charger and emphasizing the phrase ""highly recommended""."|['car', 'charger', 'well', 'ac', 'charger', 'includ', 'make', 'sure', 'never', 'run', 'juic', '.', 'highi', 'recommend']|[0. 0. 0. ... 0. 0. 0.]|0.7532845139503479|1.0|0|0|0|1
0|You need at least 3 mins to get to your phone book from the time you first turn on the phone.Battery life is short.|-0.1333333333333333|0.8000000000000002|0.9|The overall sentiment of the text is slightly negative, with mentions of frustration and dissatisfaction due to the need for 3 minutes to access the phone book and the short battery life. However, the tone is not extremely negative.|['need', 'least', 'min', 'get', 'phone', 'book', 'time', 'first', 'turn', 'phone', '.', 'batteri', 'life', 'short', '.']|[0. 0. 0. ... 0. 0. 0.]|0.5169535875320435|4.0|0|0|0|0
1|It has kept up very well.|0.8333333333333334|0.8333333333333334|0.8666666666666667|"The general consensus from the explanations is that the statement ""It has kept up very well"" suggests a positive sentiment because it implies consistent and effective performance or maintenance over time."|['kept', 'well', '.']|[0. 0. 0. ... 0. 0. 0.]|0.7177772521972656|2.0|1|0|1|1
0|Poor Talk Time Performance.|-0.7666666666666666|0.8666666666666667|0.9|"The overall sentiment of the phrase ""Poor Talk Time Performance"" is negative, indicating dissatisfaction or disappointment with the talk time performance."|['poor', 'talk', 'time', 'perform', '.']|[0. 0. 0. ... 0. 0. 0.]|0.1815160065889358|2.0|0|0|0|0
1|The case is great and works fine with the 680.|0.9333333333333332|0.9|0.8666666666666667|The average summary of the explanations is that the user's statement is positive and the sentiment analyzer is confident in this rating, as the user expresses satisfaction with the case's compatibility with the 680.|['case', 'great', 'work', 'fine', '.']|[0. 0. 0. ... 0. 0. 0.]|0.985842764377594|0.0|1|1|1|1
0|worthless product.|-0.8666666666666667|0.8666666666666667|0.9166666666666666|"In summary, the phrase ""worthless product"" conveys a strongly negative sentiment, expressing dissatisfaction and disappointment with the perceived lack of value or usefulness."|['worthless', 'product', '.']|[0. 0. 0. ... 0. 0. 0.]|0.4024717807769775|4.0|0|0|0|0
1|It has a great camera thats 2MP, and the pics are nice and clear with great picture quality.|0.9|0.9|0.9|The explanations consistently point to a positive sentiment towards the camera, with users praising its picture quality and clarity.|['great', 'camera', 'that', 'mp', ',', 'pic', 'nice', 'clear', 'great', 'pictur', 'qualiti', '.']|[0. 0. 0. ... 0. 0. 0.]|0.9836050868034364|4.0|1|1|1|1
0|I was not impressed by this product.|-0.6666666666666666|0.8833333333333333|0.8333333333333334|The overall sentiment expressed in the explanations is negative, indicating disappointment or dissatisfaction with the product due to unmet expectations of the user.|['impress', 'product', '.']|[0. 0. 0. ... 0. 0. 0.]|0.3848907053470611|2.0|1|1|1|0
1|Nice headset priced right.|0.8666666666666667|0.9166666666666666|0.9|"The majority of the explanations suggest that the statement is positive as it highlights the headset's quality and affordability, using terms like ""nice"" and ""priced right,"" indicating satisfaction with the product."|['nice', 'headset', 'price', 'right', '.']|[0. 0. 0. ... 0. 0. 0.]|0.91196471452713|4.0|1|1|1|1
0|I only hear garbage for audio.|-0.7333333333333334|0.8666666666666667|0.8333333333333334|"The statement shows a negative sentiment due to dissatisfaction with the audio quality, specifically mentioned as ""garbage"". The sentiment analysis confidently rates the sentiment as negative based on the clear expression of dissatisfaction."|['hear', 'garbag', 'audio', '.']|[0. 0. 0. ... 0. 0. 0.]|0.3375431299209595|3.0|0|0|0|0
1|Excellent bluetooth headset.|1.0|0.95|1.0|"The overall sentiment expressed in the explanations is highly positive, with the phrase ""excellent bluetooth headset"" indicating a strong endorsement and satisfaction with the high quality of the product."|['excel', 'bluetooth', 'headset', '.']|[0. 0. 0. ... 0. 0. 0.]|0.8612182140350342|2.0|1|1|1|1
1|It has all the features I want|0.8666666666666667|0.5333333333333333|0.6333333333333333|The overall sentiment expressed is positive as the user mentions that the subject has all the desired features, indicating satisfaction. However, the explanation lacks depth and context.|['featur', 'want']|[0. 0. 0. ... 0. 0. 0.]|0.3503333628177643|1.0|0|0|0|0
0|Who in their right mind is gonna buy this battery?.|-0.75|0.85|0.8833333333333334|The explanations suggest a strong negative sentiment (score of -0.8) and high confidence (0.9) as the text expresses disbelief and skepticism towards buying the battery, demonstrating clear disapproval and questioning its worth.|['right', 'mind', 'gonna', 'buy', 'batteri', '?', '.']|[0. 0. 0. ... 0. 0. 0.]|0.2629469633102417|2.0|0|0|0|0
0|AFTER ARGUING WITH VERIZON REGARDING THE DROPPED CALLS WE RETURNED THE PHONES AFTER TWO DAYS.|-0.6333333333333333|0.7666666666666666|0.8166666666666668|The user's sentiment towards Verizon is negative, as they express frustration and dissatisfaction with dropped calls and the decision to return the phones after only two days. The sentiment score is moderately negative, and the explanation provides a clear and concise reasoning for the negative sentiment with a high confidence rating.|['argu', 'verizon', 'regard', 'drop', 'call', 'return', 'phone', 'two', 'day', '.']|[0. 0. 0. ... 0. 0. 0.]|0.2090647220611572|2.0|0|0|0|0
1|This case seems well made.|0.7333333333333334|0.8666666666666667|0.8333333333333334|"The overall consensus is that the statement indicates a positive sentiment due to the use of the term ""well made"" which implies good quality and meets the user's expectations."|['case', 'seem', 'well', 'made', '.']|[0. 0. 0. ... 0. 0. 0.]|0.7384494543075562|1.0|1|1|1|1
0|Disappointed with battery.|-0.7333333333333334|0.8666666666666667|0.8333333333333334|The average explanation suggests that the sentiment expressed in the text is negative, specifically regarding the battery, with a high level of confidence and a clear relationship to the user's sentiment.|['disappoint', 'batteri', '.']|[0. 0. 0. ... 0. 0. 0.]|0.1108090281486511|4.0|0|0|0|0
0|Not loud enough and doesn't turn on like it should.|-0.6666666666666666|0.8333333333333334|0.7666666666666666|The prompt and text both express negative sentiment towards the product, with specific complaints about low volume and faulty functionality. The explanations could be slightly more detailed, but the overall sentiment is clear.|['loud', 'enough', 'turn', 'like', '.']|[0. 0. 0. ... 0. 0. 0.]|0.5316786170005798|1.0|0|0|0|0
1|good protection and does not make phone too bulky.|0.8000000000000002|0.9|0.8666666666666667|The explanations suggest that the positive sentiment is due to the product's good protection and lack of bulkiness.|['good', 'protect', 'make', 'phone', 'bulki', '.']|[0. 0. 0. ... 0. 0. 0.]|0.868064284324646|1.0|1|1|1|1
1|A usable keyboard actually turns a PDA into a real-world useful machine instead of just a neat gadget.|0.7333333333333334|0.8333333333333334|0.9|The explanations all express a positive sentiment towards using a keyboard on a PDA, emphasizing its practicality, functionality, and value in real-world situations.|['usabl', 'keyboard', 'actual', 'turn', 'pda', 'real-world', 'use', 'machin', 'instead', 'neat', 'gadget', '.']|[0. 0. 0. ... 0. 0. 0.]|0.2980385422706604|2.0|0|1|0|0
1|This phone is pretty sturdy and I've never had any large problems with it.|0.7666666666666666|0.9|0.8666666666666666|Overall, the explanations suggest a positive sentiment towards the phone, as the user consistently emphasizes its sturdiness and lack of major issues, indicating a generally positive experience with the device.|"['phone', 'pretti', 'sturdi', ""i'v"", 'never', 'larg', 'problem', '.']"|[0. 0. 0. ... 0. 0. 0.]|0.4813048839569092|0.0|0|0|0|1
1|I love this thing!|1.0|0.9666666666666668|1.0|"The statement clearly expresses a very positive sentiment by using the word ""love"" and an exclamation mark, indicating strong enthusiasm, admiration, and no room for doubt."|['love', 'thing']|[0. 0. 0. ... 0. 0. 0.]|0.8344008326530457|2.0|1|1|1|1
1|Everything about it is fine and reasonable for the price i.e.|0.7666666666666666|0.8333333333333334|0.8666666666666667|The explanations indicate that the sentiment expressed towards the product or service is positive, with the user expressing satisfaction and contentment with the value they received, specifically noting that everything about it is fine and reasonable for the price.|['everyth', 'fine', 'reason', 'price', '.', 'e', '.']|[0. 0. 0. ... 0. 0. 0.]|0.6739048361778259|3.0|1|1|1|1
0|VERY DISAPPOINTED.|-0.9|0.9|0.8333333333333334|"The explanation indicates that the text ""VERY DISAPPOINTED"" expresses a strongly negative sentiment of dissatisfaction, with the use of capital letters and the word ""disappointed"" emphasizing the intensity of the feeling."|['disappoint', '.']|[0. 0. 0. ... 0. 0. 0.]|0.1108090281486511|4.0|0|0|0|0
1|I even dropped this phone into a stream and it was submerged for 15 seconds and it still works great!|0.9333333333333332|0.8666666666666667|0.8333333333333334|The user is highly positive and amazed at the phone's ability to still work perfectly even after being submerged in water for 15 seconds, expressing satisfaction with its durability and performance.|['even', 'drop', 'phone', 'stream', 'submerg', 'second', 'still', 'work', 'great']|[0. 0. 0. ... 0. 0. 0.]|0.8000813126564026|4.0|1|1|1|1
1|I have been very happy with the 510 and have had NO complaints from any one regarding my sound quality on their end.|0.8000000000000002|0.9|0.8666666666666667|The sentiment of the explanations is positive, with the user expressing satisfaction and no complaints about the sound quality.|['happi', 'complaint', 'one', 'regard', 'sound', 'qualiti', 'end', '.']|[0. 0. 0. ... 0. 0. 0.]|0.6115992665290833|1.0|1|1|1|1
0|The buttons for on and off are bad.|-0.6333333333333333|0.8666666666666667|0.8333333333333334|The sentiment score is negative because the user clearly expresses dissatisfaction with the buttons for on and off, giving a high confidence rating and earning a grade of 0.8.|['button', 'bad', '.']|[0. 0. 0. ... 0. 0. 0.]|0.142212226986885|1.0|0|0|0|0
0|Essentially you can forget Microsoft's tech support.|-0.6999999999999998|0.8333333333333334|0.9|The overall sentiment is negative as the user expresses disappointment and frustration with Microsoft's tech support services, highlighting a lack of trust, reliability, and satisfaction.|"['essenti', 'forget', ""microsoft'"", 'tech', 'support', '.']"|[0. 0. 0. ... 0. 0. 0.]|0.3571996390819549|3.0|0|0|0|0
1|I really recommend this faceplates since it looks very nice, elegant and cool.|0.9666666666666668|0.9|0.9666666666666668|"The overall sentiment towards the faceplates is highly positive, as indicated by the frequent use of words like ""recommend,"" ""nice,"" ""elegant,"" and ""cool."""|['realli', 'recommend', 'facepl', 'sinc', 'look', 'nice', ',', 'eleg', 'cool', '.']|[0. 0. 0. ... 0. 0. 0.]|0.9413629770278932|2.0|1|1|1|1
1|These headphones were a great find - and I think they are perhaps the best purchase I've made in the last several years - seriously.|1.0|0.9333333333333332|0.9666666666666668|The user's overwhelming positive sentiment is expressed through their satisfaction and enthusiasm for the headphones, describing it as a great find and the best purchase made in years.|"['headphon', 'great', 'find', 'think', 'perhap', 'best', 'purchas', ""i'v"", 'made', 'last', 'sever', 'year', 'serious', '.']"|[0. 0. 0. ... 0. 0. 0.]|0.8255625367164612|4.0|1|1|1|1
0|Buy a different phone - but not this.|-0.7666666666666666|0.9|0.8000000000000002|The user shows dissatisfaction and advises against buying the current phone, and suggests considering another phone instead, which contributes to the negative sentiment.|['buy', 'differ', 'phone', '.']|[0. 0. 0. ... 0. 0. 0.]|0.3104489743709564|0.0|0|0|0|0
0|You have to hold the phone at a particular angle for the other party to hear you clearly.|0.0333333333333333|0.7333333333333334|0.8000000000000002|The average of the explanations suggests that the sentiment is slightly positive, as it acknowledges a specific method for clearer communication, indicating a potential solution to the problem. It also notes that although there is a requirement for optimal phone positioning, it is not overwhelmingly negative.|['hold', 'phone', 'particular', 'angl', 'parti', 'hear', 'clearli', '.']|[0. 0. 0. ... 0. 0. 0.]|0.1890582889318466|1.0|0|0|0|0
0|The one big drawback of the MP3 player is that the buttons on the phone's front cover that let you pause and skip songs lock out after a few seconds.|-0.3|0.8000000000000002|0.8333333333333334|The overall sentiment of the explanations is slightly negative as they mention the drawback of the MP3 player being the buttons locking out after a few seconds.|"['one', 'big', 'drawback', 'mp3', 'player', 'button', ""phone'"", 'front', 'cover', 'let', 'paus', 'skip', 'song', 'lock', 'second', '.']"|[0. 0. 0. ... 0. 0. 0.]|0.3391404151916504|0.0|0|0|0|0
0|A week later after I activated it, it suddenly died.|-0.7333333333333334|0.9|0.8333333333333334|The sentiment of the statement is negative as the user experienced disappointment and frustration when their device suddenly stopped working shortly after activation, leading to a negative experience.|['week', 'later', 'activ', ',', 'suddenli', 'die', '.']|[0. 0. 0. ... 0. 0. 0.]|0.3314784169197082|1.0|0|0|0|0
1|It feels more comfortable than most headsets because I wear glasses and that gets in the way sometimes.|0.6833333333333332|0.8333333333333334|0.8666666666666667|Overall, the sentiment expressed in the explanations is positive. The user specifically mentions that the headset feels more comfortable compared to others, especially when wearing glasses. This indicates a positive experience and a higher level of comfort, leading to a positive sentiment.|['feel', 'comfort', 'headset', 'wear', 'glass', 'get', 'way', 'sometim', '.']|[0. 0. 0. ... 0. 0. 0.]|0.7249777317047119|2.0|1|1|1|1
1|Great for iPODs too.|1.0|0.9|0.9|"The explanations uniformly suggest that the phrase ""Great for iPods too"" conveys a positive sentiment by highlighting the usability and compatibility of the subject being referred to, indicating that it is beneficial and versatile for iPod users."|['great', 'ipod', '.']|[0. 0. 0. ... 0. 0. 0.]|0.9564225077629088|4.0|1|1|1|1
1|This device is great in several situations:1.)|0.8666666666666667|0.9333333333333332|0.8666666666666667|Overall, the explanations show that the statement conveys a positive sentiment towards the device, emphasizing its greatness and usefulness in various situations.|['devic', 'great', 'sever', 'situat', ':', '1', '.', ')']|[0. 0. 0. ... 0. 0. 0.]|0.9333291053771972|1.0|1|1|1|1
0|Mic Doesn't work.|-0.7666666666666666|0.8666666666666667|0.8666666666666666|"The phrase ""Mic doesn't work"" has a negative sentiment (-0.75) with a high confidence rating (0.9) due to clear, unambiguous frustration and dissatisfaction expressed towards the malfunctioning microphone."|['mic', 'work', '.']|[0. 0. 0. ... 0. 0. 0.]|0.51060950756073|4.0|0|1|0|0
0|Even in my BMW 3 series which is fairly quiet, I have trouble hearing what the other person is saying.|-0.0666666666666666|0.8000000000000002|0.7999999999999999|The sentiment score is slightly positive as the user expresses pride in owning a BMW 3 series, but it could be slightly negative due to the frustration caused by the issue of not being able to hear others.|['even', 'bmw', 'seri', 'fairli', 'quiet', ',', 'troubl', 'hear', 'person', 'say', '.']|[0. 0. 0. ... 0. 0. 0.]|0.4794102311134338|4.0|0|0|0|0
1|Great choice!|1.0|0.9333333333333332|0.9666666666666668|"The prompt ""Great choice!"" is a highly positive and enthusiastic statement that conveys a strong sense of approval and satisfaction with no ambiguity, resulting in a high confidence rating."|['great', 'choic']|[0. 0. 0. ... 0. 0. 0.]|0.9669021368026732|3.0|1|1|1|1
1|Nice docking station for home or work.|0.8000000000000002|0.9|0.8666666666666667|"The overall sentiment of the explanations is positive, as they all highlight the word ""nice"" and mention the convenience of the docking station for both home and work purposes."|['nice', 'dock', 'station', 'home', 'work', '.']|[0. 0. 0. ... 0. 0. 0.]|0.7209407687187195|1.0|1|1|1|1
1|This is a beautiful phone.|0.8666666666666667|0.8333333333333334|0.8000000000000002|"The statement ""This is a beautiful phone"" has a consistently positive sentiment, with the word ""beautiful"" indicating a high level of positivity towards the phone's aesthetics."|['beauti', 'phone', '.']|[0. 0. 0. ... 0. 0. 0.]|0.4447046518325805|1.0|0|1|1|0
1|Love this product.|1.0|0.9666666666666668|1.0|"The phrase ""Love this product"" expresses a strong positive sentiment and indicates a high level of satisfaction and enjoyment, suggesting a strong liking or affection towards the product."|['love', 'product', '.']|[0. 0. 0. ... 0. 0. 0.]|0.8928322196006775|3.0|1|1|1|1
0|Do Not Buy for D807...wrongly advertised for D807.|-0.8000000000000002|0.8333333333333334|0.8666666666666667|The explanations indicate that the sentiment towards the product is negative due to dissatisfaction with its advertisement, earning a high grade. The user explicitly expresses a negative sentiment, advising others not to buy it.|['buy', 'd807', '...', 'wrongli', 'advertis', 'd807', '.']|[0. 0. 0. ... 0. 0. 0.]|0.3078643381595611|0.0|0|0|0|0
