sentiment|sentence|sentiment_score|confidence_rating|explanation_score|explanation
1|You share General Loewenhielm's exquisite joy in his partaking of the Cailles en Sarcophage even though you are just watching a movie - but you do wish for just a small sample to savor.|0.75|0.8333333333333334|0.8666666666666667|"The overall sentiment of the text is positive, as the phrases ""exquisite joy"" and ""savor"" indicate a strong positive emotion towards both the movie and the mentioned dish. The user shares the joy of General Loewenhielm and expresses a clear desire to try out the dish."
1|But this understated film leaves a lasting impression.|0.7000000000000001|0.9|0.8666666666666667|The explanations indicate that the sentiment towards the film is positive, as it made a significant and lasting impression on the person reviewing it.
1|The warmth it generates is in contrast to its austere backdrop.|0.4666666666666666|0.8333333333333334|0.9|The subject generates warmth in contrast to the austere backdrop, evoking a positive sentiment of finding comfort in a strict or cold environment.
1|You will leave the theater wanting to go out and dance under the stars.|0.9666666666666667|0.8666666666666667|0.9|The explanations all agree that the sentiment expressed is highly positive, emphasizing a strong desire to dance under the stars after leaving the theater.
1|The acting, as you'd expect from this cast, is top notch.|0.8333333333333334|0.85|0.9|"The overall sentiment towards the acting in the movie is positive, with the majority of explanations highlighting the ""top-notch"" performance and high expectations from the cast."
1|The characters are fleshed out surprisingly well, particularly Grimes and Blake, and all the actors deliver their sharply scripted lines with just the right amount of deadpan tongue in cheek to make the dialogue both hilarious and realistic.|0.8333333333333334|0.9|0.9|The explanations all express a highly positive sentiment towards the well-developed characters, sharp dialogue, and perfect amount of humor in the prompt, resulting in an enjoyable and engaging experience for the viewer.
1|Angus Scrimm also turns in a good performance in a somewhat brief but memorable role as the gently menacing, violin-playing anatomist Doctor Quinn.|0.7999999999999999|0.8166666666666668|0.8666666666666667|Angus Scrimm delivers a strong and memorable performance as Doctor Quinn, a gently menacing violin-playing anatomist, leading to an overall positive sentiment towards his acting abilities.
1|Conclusion - I loved it.|1.0|0.9333333333333332|0.8666666666666667|"The user's statement ""I loved it"" indicates a strong positive sentiment with a high degree of admiration and enjoyment towards the subject."
1|It's a long time since I was so entertained by a movie.|0.9166666666666666|0.9|0.9|The user's statement indicates a highly positive sentiment and strong entertainment value, suggesting a positive and long-awaited movie experience.
1|I struggle to find anything bad to say about it.|1.0|0.9|0.9333333333333332|The explanations suggest that the sentiment expressed is highly positive and the speaker struggles to find any negative aspects, indicating a strong endorsement of the subject.
1|Mark my words, this is one of those cult films like Evil Dead 2 or Phantasm that people will still be discovering and falling in love with 20, 30, 40 years down the line.|0.8000000000000002|0.8333333333333334|0.8666666666666667|The user is expressing a highly positive sentiment, confidently stating that the mentioned film will become a cult classic, loved and appreciated for decades to come, based on its potential for popularity and comparison to other cult classics.
