sentiment|sentence|sentiment_score|confidence_rating|explanation_score|explanation|processed|vector|results|fold
1|And those baby owls were adorable.|0.7666666666666666|0.9|0.8333333333333334|The explanations indicate that there is a clear positive sentiment towards the baby owls, as they are described as adorable, which suggests a strong affection and positive emotional response.|['babi', 'owl', 'ador', '.']|[0. 0. 0. ... 0. 0. 0.]|0.5056994557380676|3.0
1|The movie showed a lot of Florida at it's best, made it look very appealing.|0.8000000000000002|0.9|0.8666666666666667|The explanations consistently highlight that the movie portrays Florida positively and makes it look appealing, leading to a very positive sentiment.|['movi', 'show', 'lot', 'florida', 'best', ',', 'made', 'look', 'appeal', '.']|[0. 0. 0. ... 0. 0. 0.]|0.5874583125114441|2.0
1|The Songs Were The Best And The Muppets Were So Hilarious.|1.0|0.9|0.9|The overall sentiment expressed in the explanations is highly positive, with strong language indicating enjoyment of the songs and finding the Muppets hilarious, clearly indicating a strong positive sentiment towards both elements.|['song', 'best', 'muppet', 'hilari', '.']|[0. 0. 0. ... 0. 0. 0.]|0.5293147563934326|4.0
1|It Was So Cool.|1.0|0.8666666666666667|0.9666666666666668|"The phrase ""It was so cool"" has a strong, positive sentiment due to the use of the word ""cool"" which indicates an enjoyable or impressive experience."|['cool', '.']|[0. 0. 0. ... 0. 0. 0.]|0.449319064617157|1.0
1|"This is a very ""right on case"" movie that delivers everything almost right in your face."|0.7333333333333334|0.8000000000000002|0.9|The explanations consistently indicate a positive sentiment towards the movie, emphasizing its strong endorsement, intensity, and overall positive execution.|"['""', 'right', 'case', '""', 'movi', 'deliv', 'everyth', 'almost', 'right', 'face', '.']"|[0. 0. 0. ... 0. 0. 0.]|0.43880853056907654|1.0
0|It had some average acting from the main person, and it was a low budget as you clearly can see.|-0.6|0.8000000000000002|0.8000000000000002|The reviews all agree that the sentiment expressed is negative, primarily due to the mention of average acting and low budget, which supports the user's negative perception of the production's overall quality.|['averag', 'act', 'main', 'person', ',', 'low', 'budget', 'clearli', 'see', '.']|[0. 0. 0. ... 0. 0. 0.]|0.5063948035240173|4.0
1|This review is long overdue, since I consider A Tale of Two Sisters to be the single greatest film ever made.|1.0|0.9|1.0|"The user's explanation indicates a highly positive sentiment towards ""A Tale of Two Sisters,"" with strong admiration and clear reasoning, making it their favorite film ever made."|['review', 'long', 'overdu', ',', 'sinc', 'consid', 'tale', 'two', 'sister', 'singl', 'greatest', 'film', 'ever', 'made', '.']|[0. 0. 0. ... 0. 0. 0.]|0.5631479620933533|2.0
1|I'll put this gem up against any movie in terms of screenplay, cinematography, acting, post-production, editing, directing, or any other aspect of film-making.|0.9666666666666668|0.9166666666666666|0.8333333333333334|The overall sentiment of the explanations is highly positive, with the users expressing strong praise and confidence in the movie's quality across various aspects of filmmaking.|"[""i'll"", 'put', 'gem', 'movi', 'term', 'screenplay', ',', 'cinematographi', ',', 'act', ',', 'post-product', ',', 'edit', ',', 'direct', ',', 'aspect', 'film-mak', '.']"|[0. 0. 0. ... 0. 0. 0.]|0.4587247669696808|2.0
1|"It's practically perfect in all of them  a true masterpiece in a sea of faux ""masterpieces."|0.9333333333333332|0.8333333333333334|0.8666666666666667|"The overall sentiment of the explanations is highly positive, as the subject is described as a ""practically perfect"" and ""true masterpiece"" in comparison to other works that are considered inferior."|"['practic', 'perfect', 'true', 'masterpiec', 'sea', 'faux', '""', 'masterpiec', '.']"|[0. 0. 0. ... 0. 0. 0.]|0.500653088092804|2.0
1|""" The structure of this film is easily the most tightly constructed in the history of cinema."|0.9|0.8666666666666667|0.9|The statement is highly positive and praises the film's exceptional and highly crafted structure, leading to a strong positive sentiment.|"['""', 'structur', 'film', 'easili', 'tightli', 'construct', 'histori', 'cinema', '.']"|[0. 0. 0. ... 0. 0. 0.]|0.6439714431762695|0.0
1|I can think of no other film where something vitally important occurs every other minute.|0.9|0.8333333333333334|0.6|The overall sentiment towards the film is highly positive, with a strong emphasis on the continuous and exciting flow of significant events.|['think', 'film', 'someth', 'vital', 'import', 'occur', 'everi', 'minut', '.']|[0. 0. 0. ... 0. 0. 0.]|0.7514809966087341|2.0
1|In other words, the content level of this film is enough to easily fill a dozen other films.|0.95|0.8833333333333333|0.8666666666666666|The statements suggest that the film has a very high content level, surpassing that of multiple other films, leading to a highly positive sentiment.|['word', ',', 'content', 'level', 'film', 'enough', 'easili', 'fill', 'dozen', 'film', '.']|[0. 0. 0. ... 0. 0. 0.]|0.5347611904144287|0.0
1|How can anyone in their right mind ask for anything more from a movie than this?|1.0|0.8666666666666667|0.8000000000000002|The explanations all indicate that the sentiment towards the movie is extremely positive, with the speaker expressing strong belief, satisfaction, delight, and great contentment.|['anyon', 'right', 'mind', 'ask', 'anyth', 'movi', '?']|[0. 0. 0. ... 0. 0. 0.]|0.43880853056907654|1.0
1|It's quite simply the highest, most superlative form of cinema imaginable.|1.0|0.9|1.0|The explanations suggest that the statement expresses a very positive sentiment towards cinema, using strong and superlative language to emphasize admiration.|['quit', 'simpli', 'highest', ',', 'superl', 'form', 'cinema', 'imagin', '.']|[0. 0. 0. ... 0. 0. 0.]|0.5870105028152466|4.0
1|Yes, this film does require a rather significant amount of puzzle-solving, but the pieces fit together to create a beautiful picture.|0.7333333333333334|0.8666666666666667|0.9|The explanations suggest that the overall sentiment towards the film is positive, as the user expresses satisfaction with the puzzle-solving aspect and describes a beautiful picture created by the pieces fitting together.|['ye', ',', 'film', 'requir', 'rather', 'signific', 'amount', 'puzzle-solv', ',', 'piec', 'fit', 'togeth', 'creat', 'beauti', 'pictur', '.']|[0. 0. 0. ... 0. 0. 0.]|0.6441615223884583|0.0
0|This short film certainly pulls no punches.|0.6333333333333333|0.8333333333333334|0.8333333333333334|The explanations suggest a generally positive sentiment towards the short film, as it is described as bold, uncompromising, direct, and honest. However, without further context, the specific sentiment cannot be determined.|['short', 'film', 'certainli', 'pull', 'punch', '.']|[0. 0. 0. ... 0. 0. 0.]|0.5347611904144287|0.0
0|Graphics is far from the best part of the game.|-0.7333333333333334|0.8666666666666667|0.8666666666666667|Overall, the explanations suggest that the sentiment is negative towards the graphics of the game, as they are perceived to be below average or not the best part. The reasons provided are clear and concise, aligning with the expressed sentiment in the text.|['graphic', 'far', 'best', 'part', 'game', '.']|[0. 0. 0. ... 0. 0. 0.]|0.8068791031837463|1.0
1|This is the number one best TH game in the series.|1.0|0.9|0.9|"The consensus from these explanations is that the statement is highly positive and confidently asserts that the mentioned game is the best in the series, supported by the use of superlatives like ""number one"" and ""best."""|['number', 'one', 'best', 'th', 'game', 'seri', '.']|[0. 0. 0. ... 0. 0. 0.]|0.5874583125114441|2.0
1|It deserves strong love.|1.0|0.9|0.9333333333333332|"In summary, the explanations suggest that the statement ""It deserves strong love"" indicates a highly positive sentiment towards the subject, emphasizing the subject's worthiness of intense affection and admiration."|['deserv', 'strong', 'love', '.']|[0. 0. 0. ... 0. 0. 0.]|0.8292045593261719|3.0
1|It is an insane game.|-0.2333333333333333|0.9|0.8000000000000002|"The overall sentiment towards the game is negative because the use of the word ""insane"" suggests chaos, unreasonableness, and a generally negative connotation."|['insan', 'game', '.']|[0. 0. 0. ... 0. 0. 0.]|0.47647807002067566|0.0
1|There are massive levels, massive unlockable characters... it's just a massive game.|1.0|0.8000000000000002|0.8333333333333334|The statement is overwhelmingly positive as it highlights the game's abundance, excitement, and enthusiasm with references to its massive scale, unlockable content, and large quantity of levels and characters.|['massiv', 'level', ',', 'massiv', 'unlock', 'charact', '...', 'massiv', 'game', '.']|[0. 0. 0. ... 0. 0. 0.]|0.449319064617157|1.0
1|Waste your money on this game.|-0.8000000000000002|0.9|0.8000000000000002|The overall sentiment towards the game is highly negative, with reviewers expressing dissatisfaction and suggesting that it is not worth the investment.|['wast', 'money', 'game', '.']|[0. 0. 0. ... 0. 0. 0.]|0.1720123589038849|4.0
1|This is the kind of money that is wasted properly.|0.6666666666666666|0.8333333333333334|0.8666666666666667|Overall, the explanations suggest that the statement has a generally positive sentiment due to the perception that the money is being used effectively and aligns with the user's intentions and values. However, the exact sentiment is difficult to determine without further context.|['kind', 'money', 'wast', 'properli', '.']|[0. 0. 0. ... 0. 0. 0.]|0.1720123589038849|4.0
1|Actually, the graphics were good at the time.|0.6666666666666666|0.8000000000000002|0.8666666666666667|The majority of explanations state a positive sentiment towards the graphics, indicating that they were considered good at the time, although there is some indication that they may no longer be exceptional.|['actual', ',', 'graphic', 'good', 'time', '.']|[0. 0. 0. ... 0. 0. 0.]|0.645979642868042|2.0
0|Today the graphics are crap.|-0.7333333333333334|0.9|0.8000000000000002|The explanation summaries highlight that all explanations express a negative sentiment towards the graphics, with a strong emphasis on dissatisfaction and low quality.|['today', 'graphic', 'crap', '.']|[0. 0. 0. ... 0. 0. 0.]|0.449319064617157|1.0
1|As they say in Canada, This is the fun game, aye.|0.6|0.8000000000000002|0.7666666666666666|"The overall sentiment of the text is positive, as indicated by the inclusion of the phrase ""fun game"" and the use of the colloquial term ""aye,"" which suggests excitement or enthusiasm."|['say', 'canada', ',', 'fun', 'game', ',', 'aye', '.']|[0. 0. 0. ... 0. 0. 0.]|0.5063948035240173|4.0
1|This game rocks.|1.0|0.9|1.0|"The phrase ""This game rocks"" is a highly positive and clear expression of enjoyment and satisfaction with the game."|['game', 'rock', '.']|[0. 0. 0. ... 0. 0. 0.]|0.525386393070221|2.0
1|Buy it, play it, enjoy it, love it.|1.0|0.95|0.9333333333333332|The explanations indicate a clear and overwhelming positive sentiment with strong language expressing enthusiasm and love for the subject.|['buy', ',', 'play', ',', 'enjoy', ',', 'love', '.']|[0. 0. 0. ... 0. 0. 0.]|0.9585474133491516|2.0
1|It's PURE BRILLIANCE.|1.0|0.8666666666666667|1.0|"The consensus among the explanations is that the phrase ""PURE BRILLIANCE"" conveys a highly positive sentiment, emphasizing admiration and excellence."|['pure', 'brillianc', '.']|[0. 0. 0. ... 0. 0. 0.]|0.47647807002067566|0.0
0|This was a flick doomed from its conception.|-0.8333333333333334|0.9|0.8333333333333334|The average summary of the explanations is: The statement expresses a strong negative sentiment towards the movie, indicating a lack of optimism and a belief that the movie was destined to fail.|['flick', 'doom', 'concept', '.']|[0. 0. 0. ... 0. 0. 0.]|0.5063948035240173|4.0
0|The very idea of it was lame - take a minor character from a mediocre PG-13 film, and make a complete non-sequel while changing its tone to a PG-rated family movie.|-0.8333333333333334|0.9|0.85|"The summary explanation highlights the negative sentiment towards the idea of making a family movie out of a mediocre PG-13 film, emphasizing that it is seen as ""lame"" and criticizing the choice to change the tone."|['idea', 'lame', 'take', 'minor', 'charact', 'mediocr', 'pg-13', 'film', ',', 'make', 'complet', 'non-sequel', 'chang', 'tone', 'pg-rate', 'famili', 'movi', '.']|[0. 1. 0. ... 0. 0. 0.]|0.526283860206604|4.0
0|I wasn't the least bit interested.|-0.5333333333333333|0.8333333333333334|0.8333333333333334|"The explanations suggest that the statement ""I wasn't the least bit interested"" carries a negative sentiment due to the strong expression of a lack of interest, reinforced by the use of negative words."|['least', 'bit', 'interest', '.']|[0. 0. 0. ... 0. 0. 0.]|0.5946636199951172|2.0
0|Not only did it only confirm that the film would be unfunny and generic, but it also managed to give away the ENTIRE movie; and I'm not exaggerating - every moment, every plot point, every joke is told in the trailer.|-0.8000000000000002|0.9|0.9|The overall consensus is that the film is unfunny, generic, and the trailer gives away the entire movie, resulting in a very negative sentiment.|"['confirm', 'film', 'would', 'unfunni', 'gener', ',', 'also', 'manag', 'give', 'away', 'entir', 'movi', ';', ""i'm"", 'exagger', 'everi', 'moment', ',', 'everi', 'plot', 'point', ',', 'everi', 'joke', 'told', 'trailer', '.']"|[0. 0. 0. ... 0. 0. 0.]|0.4908643066883087|4.0
0|But it's just not funny.|-0.7000000000000001|0.8666666666666667|0.8333333333333334|"The summary explanation is that the statement ""But it's just not funny"" has a strong negative sentiment because it suggests that whatever is being referred to lacks humor, and the word ""just"" emphasizes this disappointment."|['funni', '.']|[0. 0. 0. ... 0. 0. 0.]|0.6716348528862|3.0
0|But even the talented Carrell can't save this.|-0.8000000000000002|0.9|0.8666666666666667|"The explanations suggest that the statement expresses a clear disappointment or negative sentiment towards the subject, with the use of phrases like ""can't save this"" and the mention of Steve Carrell's inability to change the negative situation."|"['even', 'talent', 'carrel', ""can't"", 'save', '.']"|[0. 0. 0. ... 0. 0. 0.]|0.35675400495529175|2.0
0|His co-stars don't fare much better, with people like Morgan Freeman, Jonah Hill, and Ed Helms just wasted.|-0.7666666666666666|0.8666666666666667|0.9|The majority of the explanations emphasize a negative sentiment towards the co-stars being wasted in the movie, leading to disappointment and dissatisfaction.|['co-star', 'fare', 'much', 'better', ',', 'peopl', 'like', 'morgan', 'freeman', ',', 'jonah', 'hill', ',', 'ed', 'helm', 'wast', '.']|[0. 0. 0. ... 0. 0. 0.]|0.29551196098327637|1.0
0|The story itself is just predictable and lazy.|-0.7666666666666666|0.8666666666666667|0.8666666666666667|The story is considered negative because it is described as predictable and lazy, lacking originality and effort. The concise and specific explanation highlights the disappointment and low opinion of the story's quality.|['stori', 'predict', 'lazi', '.']|[0. 0. 0. ... 0. 0. 0.]|0.500653088092804|2.0
0|The only real effects work is the presence of all the animals, and the integration of those into the scenes is some of the worst and most obvious blue/green-screen work I've ever seen.|-0.7166666666666667|0.8333333333333334|0.8666666666666667|The overall sentiment of the explanations is negative, with a focus on the poor quality and obviousness of the blue/green-screen work in the visual effects. The explanations provide clear reasoning and strong support for the negative sentiment.|"['real', 'effect', 'work', 'presenc', 'anim', ',', 'integr', 'scene', 'worst', 'obviou', 'blue', 'green-screen', 'work', ""i'v"", 'ever', 'seen', '.']"|[0. 0. 0. ... 0. 0. 0.]|0.36229407787323|2.0
0|But whatever it was that cost them so much, it didn't translate to quality, that's for sure.|-0.7333333333333334|0.8000000000000002|0.9|The overall sentiment of the explanations suggests a negative sentiment towards the quality of something, highlighting disappointment or dissatisfaction with the outcome and supporting the idea that the high cost did not result in a satisfactory outcome.|"['whatev', 'cost', 'much', ',', 'translat', 'qualiti', ',', ""that'"", 'sure', '.']"|[0. 0. 0. ... 0. 0. 0.]|0.449319064617157|1.0
1|The film succeeds despite, or perhaps because of, an obviously meagre budget.|0.7833333333333333|0.9|0.8000000000000002|The explanations indicate a positive sentiment towards the film, highlighting its success despite a limited budget.|['film', 'succe', 'despit', ',', 'perhap', ',', 'obvious', 'meagr', 'budget', '.']|[0. 0. 0. ... 0. 0. 0.]|0.526283860206604|4.0
1|I'm glad the film didn't go for the most obvious choice, as a lesser film certainly would have.|0.8000000000000002|0.8666666666666667|0.8666666666666667|The explanations indicate that the speaker is positive about the film's decision to avoid the obvious choice, expressing satisfaction with its creativity and uniqueness.|"[""i'm"", 'glad', 'film', 'go', 'obviou', 'choic', ',', 'lesser', 'film', 'certainli', 'would', '.']"|[0. 0. 0. ... 0. 0. 0.]|0.27695927023887634|1.0
1|In addition to having one of the most lovely songs ever written, French Cancan also boasts one of the cutest leading ladies ever to grace the screen.|0.8666666666666667|0.8833333333333334|0.9333333333333332|"The text reflects a highly positive sentiment towards the movie ""French Cancan"" and its leading lady, with admiration for the lovely songs and cute leading ladies."|['addit', 'one', 'love', 'song', 'ever', 'written', ',', 'french', 'cancan', 'also', 'boast', 'one', 'cutest', 'lead', 'ladi', 'ever', 'grace', 'screen', '.']|[0. 0. 0. ... 0. 0. 0.]|0.8133680820465088|1.0
1|It's hard not to fall head-over-heels in love with that girl.|0.9666666666666668|0.8500000000000001|0.7999999999999999|The overall sentiment towards the girl is very positive, with expressions of love, admiration, and infatuation. The language used suggests a high level of intensity and positivity, although it could be more passionate to further emphasize the sentiment.|['hard', 'fall', 'head-over-heel', 'love', 'girl', '.']|[0. 0. 0. ... 0. 0. 0.]|0.8105481266975403|2.0
0|On the negative, it's insipid enough to cause regret for another 2 hours of life wasted in front of the screen.|-0.7999999999999999|0.8333333333333334|0.8333333333333334|"The explanations all agree that the sentiment expressed in the sentence is strongly negative, as emphasized by the use of words such as ""negative"", ""insipid"", ""regret"", and ""wasted"". The mention of wasting two hours of life further contributes to the overall negative sentiment."|['neg', ',', 'insipid', 'enough', 'caus', 'regret', 'anoth', 'hour', 'life', 'wast', 'front', 'screen', '.']|[0. 0. 0. ... 0. 0. 0.]|0.29707878828048706|0.0
0|Long, whiny and pointless.|-0.8333333333333334|0.8833333333333333|0.8000000000000002|The text contains negative words indicating a strong dislike or disappointment, resulting in a highly negative sentiment with a lack of value.|['long', ',', 'whini', 'pointless', '.']|[0. 0. 0. ... 0. 0. 0.]|0.500653088092804|2.0
0|But I recommend waiting for their future efforts, let this one go.|0.1666666666666666|0.7666666666666666|0.7666666666666666|The explanations suggest that the sentiment is slightly positive, with some potential for improvement in the future but not complete satisfaction with the current situation.|['recommend', 'wait', 'futur', 'effort', ',', 'let', 'one', 'go', '.']|[0. 0. 0. ... 0. 0. 0.]|0.5056994557380676|3.0
1|Excellent cast, story line, performances.|1.0|0.9166666666666666|1.0|"The text exhibits positive sentiment by using words like ""excellent,"" ""cast,"" ""storyline,"" and ""performances,"" highlighting specific details and compliments in the user's prompt."|['excel', 'cast', ',', 'stori', 'line', ',', 'perform', '.']|[0. 0. 0. ... 0. 0. 0.]|0.8280057907104492|4.0
1|Totally believable.|1.0|0.8666666666666667|0.7666666666666666|"The phrase ""Totally believable"" expresses a strong positive sentiment, indicating high trust and confidence in the subject."|['total', 'believ', '.']|[0. 0. 0. ... 0. 0. 0.]|0.5063948035240173|4.0
1|Anne Heche was utterly convincing.|1.0|0.85|0.8833333333333333|The overall sentiment of the explanations suggests that Anne Heche's performance was highly convincing and impressive, resulting in a positive sentiment towards her acting ability.|['ann', 'hech', 'utterli', 'convinc', '.']|[0. 0. 0. ... 0. 0. 0.]|0.449319064617157|1.0
1|Sam Shepard's portrayal of a gung ho Marine was sobering.|0.6666666666666666|0.7666666666666666|0.7333333333333334|"The overall sentiment towards Sam Shepard's portrayal is positive, as it is described as ""sobering"" and impactful."|"['sam', ""shepard'"", 'portray', 'gung', 'ho', 'marin', 'sober', '.']"|[0. 0. 0. ... 0. 0. 0.]|0.6220166683197021|1.0
1|I sat riveted to the TV screen.|0.9333333333333332|0.9|0.8666666666666667|The consensus is that the sentiment expressed in the statement is highly positive, with the user feeling completely engaged and interested in the TV program.|['sat', 'rivet', 'tv', 'screen', '.']|[0. 0. 0. ... 0. 0. 0.]|0.5056994557380676|3.0
1|All in all I give this one a resounding 9 out of 10.|0.9333333333333332|0.85|0.8666666666666667|The overall sentiment is positive with a strong endorsement, as indicated by the high rating of 9 out of 10 and the use of language reflecting a highly positive opinion.|['give', 'one', 'resound', '.']|[0. 0. 0. ... 0. 0. 0.]|0.645677387714386|2.0
1|I do think Tom Hanks is a good actor.|0.8666666666666667|0.8666666666666667|0.9|The explanations unanimously suggest that the statement conveys a positive sentiment towards Tom Hanks, emphasizing his proficiency as an actor.|['think', 'tom', 'hank', 'good', 'actor', '.']|[0. 0. 0. ... 0. 0. 0.]|0.6524128317832947|4.0
1|I enjoyed reading this book to my children when they were little.|1.0|0.9|0.9333333333333332|The user's explanation expresses a clear and unequivocal positive sentiment towards reading a book to their children, emphasizing enjoyment and fondness.|['enjoy', 'read', 'book', 'children', 'littl', '.']|[0. 0. 0. ... 0. 0. 0.]|0.5635607838630676|0.0
0|I was very disappointed in the movie.|-0.8666666666666667|0.9|0.9333333333333332|"The overall sentiment towards the movie is negative, as expressed by multiple users using words like ""disappointed"" and intensifying the sentiment with the use of ""very""."|['disappoint', 'movi', '.']|[0. 0. 0. ... 0. 0. 0.]|0.5460488796234131|1.0
0|One character is totally annoying with a voice that gives me the feeling of fingernails on a chalkboard.|-0.8000000000000002|0.9|0.8000000000000002|"The character is described as ""totally annoying"" with a voice compared to ""fingernails on a chalkboard,"" evoking a strong and confident negative emotional response."|['one', 'charact', 'total', 'annoy', 'voic', 'give', 'feel', 'fingernail', 'chalkboard', '.']|[0. 0. 0. ... 0. 0. 0.]|0.6789661049842834|0.0
0|There is a totally unnecessary train/roller coaster scene.|-0.7000000000000001|0.8666666666666667|0.8333333333333334|"The sentiment score is negative due to the user's mention of the train/roller coaster scene being ""totally unnecessary"". This clear and concise explanation provides valid reasoning for the negative sentiment."|['total', 'unnecessari', 'train', 'roller', 'coaster', 'scene', '.']|[0. 0. 0. ... 0. 0. 0.]|0.449319064617157|1.0
0|There was absolutely no warmth or charm to these scenes or characters.|-0.8000000000000002|0.9|0.8666666666666667|The explanations all agree that the sentiment expressed towards the scenes and characters is negative, with a lack of warmth and charm. The explanations vary slightly in detail, but overall the sentiment is clear and strongly supported.|['absolut', 'warmth', 'charm', 'scene', 'charact', '.']|[0. 0. 0. ... 0. 0. 0.]|0.47841864824295044|2.0
0|This movie totally grates on my nerves.|-0.7666666666666666|0.9|0.9|"The phrase ""totally grates on my nerves"" expresses a strong and clear negative sentiment towards the movie, indicating annoyance and dislike."|['movi', 'total', 'grate', 'nerv', '.']|[0. 0. 0. ... 0. 0. 0.]|0.5063948035240173|4.0
0|The performances are not improved by improvisation, because the actors now have twice as much to worry about: not only whether they're delivering the line well, but whether the line itself is any good.|-0.5666666666666665|0.8666666666666667|0.8333333333333334|Overall, the explanations suggest a slightly negative sentiment towards improvisation, as it adds an extra burden on actors, affecting both their delivery and the quality of the lines.|"['perform', 'improv', 'improvis', ',', 'actor', 'twice', 'much', 'worri', ':', 'whether', ""they'r"", 'deliv', 'line', 'well', ',', 'whether', 'line', 'good', '.']"|[0. 0. 0. ... 0. 0. 0.]|0.6387389898300171|1.0
0|And, quite honestly, often its not very good.|-0.5|0.8000000000000002|0.8333333333333334|"The explanations indicate that the sentiment of the statement ""And, quite honestly, often its not very good."" is generally negative, as it implies dissatisfaction or disappointment."|[',', 'quit', 'honestli', ',', 'often', 'good', '.']|[0. 0. 0. ... 0. 0. 0.]|0.6524128317832947|4.0
0|Often the dialogue doesn't really follow from one line to another, or fit the surroundings.|-0.6|0.8500000000000001|0.8333333333333334|The explanations express a negative sentiment towards the text due to a lack of coherence in the dialogue and a disconnect from the surroundings, suggesting a flaw in the writing.|['often', 'dialogu', 'realli', 'follow', 'one', 'line', 'anoth', ',', 'fit', 'surround', '.']|[0. 0. 0. ... 0. 0. 0.]|0.47734004259109497|4.0
0|It crackles with an unpredictable, youthful energy - but honestly, i found it hard to follow and concentrate on it meanders so badly.|-0.0916666666666666|0.85|0.8333333333333334|The overall sentiment of the explanation is neutral, with a slight negative leaning. The statement suggests a mix of positive and negative aspects, but ultimately the mention of struggling to follow and meandering indicates a lack of enjoyment or satisfaction.|['crackl', 'unpredict', ',', 'youth', 'energi', 'honestli', ',', 'found', 'hard', 'follow', 'concentr', 'meander', 'badli', '.']|[0. 0. 0. ... 0. 0. 0.]|0.5056994557380676|3.0
1|There are some generally great things in it.|0.6666666666666666|0.8666666666666667|0.8333333333333334|"The overall sentiment of the statement ""There are some generally great things in it"" is positive, with a slight reservation towards negativity."|['gener', 'great', 'thing', '.']|[0. 0. 0. ... 0. 0. 0.]|0.8018995523452759|1.0
0|I wouldn't say they're worth 2 hours of your time, though.|-0.5666666666666668|0.8333333333333334|0.8833333333333333|The majority of explanations agree that the statement reflects a negative sentiment, indicating that the subject is not worth investing two hours of time. The summary explanation emphasizes the clarity and conciseness of the negative sentiment expressed in the statement.|"['say', ""they'r"", 'worth', 'hour', 'time', ',', 'though', '.']"|[0. 0. 0. ... 0. 0. 0.]|0.4779191017150879|1.0
1|The suspense builders were good, & just cross the line from G to PG.|0.6833333333333332|0.8000000000000002|0.8666666666666667|The statement expresses a positive sentiment as the suspense builders were good and indicated an engaging and thrilling narrative, while also being appropriate for a wider audience. Overall, the user expressed satisfaction with the suspense builders in the movie.|['suspens', 'builder', 'good', ',', 'cross', 'line', 'g', 'pg', '.']|[0. 0. 0. ... 0. 0. 0.]|0.6004025936126709|3.0
